,Codigo Piloto,Aerolínea,Origen,Destino,Minutos de retraso,OnTime,Piloto
600,43576,9,TEG,FLL,70,C,Joe Hulson
601,43576,6,TEG,HHN,-20,A,Joe Hulson
603,43576,2,TEG,SAP,0,A,Joe Hulson
604,43576,8,SAP,HHN,10,A,Joe Hulson
606,43576,2,MIA,SAP,40,B,Joe Hulson
607,43576,7,MIA,SAP,10,A,Joe Hulson
608,43576,10,TEG,MIA,20,A,Joe Hulson
609,43576,3,FLL,SAP,50,B,Joe Hulson
610,43576,10,FLL,TEG,20,A,Joe Hulson
611,43576,10,HAJ,HHN,40,B,Joe Hulson
612,43576,7,TEG,HAJ,20,A,Joe Hulson
615,43576,8,HAJ,FLL,40,B,Joe Hulson
616,43576,7,FLL,HAJ,80,C,Joe Hulson
618,43576,4,SAP,MIA,-50,B,Joe Hulson
620,43576,6,FLL,HHN,-50,B,Joe Hulson
621,43576,6,SAP,HAJ,-10,A,Joe Hulson
622,43576,3,HAJ,SAP,-60,C,Joe Hulson
623,43576,8,SAP,HHN,20,A,Joe Hulson
625,43576,5,SAP,MIA,40,B,Joe Hulson
626,43576,7,FLL,HAJ,0,A,Joe Hulson
627,43576,10,HAJ,FLL,10,A,Joe Hulson
628,43576,8,TEG,SAP,-10,A,Joe Hulson
629,43576,5,SAP,FLL,20,A,Joe Hulson
630,43576,1,MIA,HAJ,-30,A,Joe Hulson
631,43576,5,SAP,MIA,-30,A,Joe Hulson
632,43576,6,TEG,FLL,-20,A,Joe Hulson
633,43576,1,FLL,HAJ,0,A,Joe Hulson
634,43576,10,HAJ,FLL,40,B,Joe Hulson
635,43576,6,HAJ,TEG,60,C,Joe Hulson
636,43576,9,TEG,HHN,20,A,Joe Hulson
637,43576,2,FLL,SAP,-20,A,Joe Hulson
639,43576,1,SAP,TEG,10,A,Joe Hulson
640,43576,1,SAP,HHN,30,A,Joe Hulson
641,43576,5,MIA,SAP,30,A,Joe Hulson
642,43576,2,HAJ,SAP,-10,A,Joe Hulson
643,43576,1,FLL,SAP,10,A,Joe Hulson
644,43576,9,SAP,HHN,80,C,Joe Hulson
646,43576,9,MIA,SAP,-20,A,Joe Hulson
647,43576,5,TEG,SAP,-20,A,Joe Hulson
648,43576,10,TEG,FLL,50,B,Joe Hulson
649,43576,6,HHN,HAJ,0,A,Joe Hulson
651,43576,3,SAP,FLL,-30,A,Joe Hulson
652,43576,4,MIA,HAJ,0,A,Joe Hulson
653,43576,5,TEG,FLL,-70,C,Joe Hulson
654,43576,3,TEG,SAP,-30,A,Joe Hulson
655,43576,7,SAP,FLL,10,A,Joe Hulson
656,43576,4,HHN,HAJ,-60,C,Joe Hulson
658,43576,4,HAJ,SAP,0,A,Joe Hulson
662,43576,5,TEG,SAP,-40,B,Joe Hulson
663,43576,6,FLL,HAJ,30,A,Joe Hulson
670,43576,10,TEG,SAP,-20,A,Joe Hulson
671,43576,7,FLL,MIA,0,A,Joe Hulson
673,43576,6,SAP,FLL,-50,B,Joe Hulson
677,43576,6,TEG,MIA,-50,B,Joe Hulson
678,43576,9,HHN,FLL,-70,C,Joe Hulson
679,43576,7,MIA,HHN,60,C,Joe Hulson
680,43576,1,SAP,HAJ,10,A,Joe Hulson
681,43576,7,MIA,SAP,-30,A,Joe Hulson
684,43576,3,FLL,TEG,20,A,Joe Hulson
685,43576,4,TEG,SAP,-70,C,Joe Hulson
687,43576,5,SAP,HAJ,10,A,Joe Hulson
688,43576,1,FLL,SAP,30,A,Joe Hulson
689,43576,1,MIA,SAP,90,C,Joe Hulson
690,43576,5,SAP,HHN,-50,B,Joe Hulson
692,43576,10,FLL,SAP,-40,B,Joe Hulson
693,43576,10,HAJ,MIA,20,A,Joe Hulson
695,43576,3,SAP,MIA,50,B,Joe Hulson
696,43576,6,SAP,TEG,-50,B,Joe Hulson
697,43576,4,MIA,SAP,0,A,Joe Hulson
698,43576,6,HAJ,FLL,20,A,Joe Hulson
699,43576,5,TEG,HAJ,-20,A,Joe Hulson
700,43576,3,HHN,TEG,-50,B,Joe Hulson
701,43576,8,MIA,SAP,10,A,Joe Hulson
702,43576,6,SAP,HAJ,10,A,Joe Hulson
703,43576,4,MIA,FLL,-10,A,Joe Hulson
704,43576,8,HAJ,SAP,-50,B,Joe Hulson
705,43576,8,TEG,SAP,50,B,Joe Hulson
706,43576,10,SAP,MIA,-50,B,Joe Hulson
708,43576,8,HHN,SAP,10,A,Joe Hulson
709,43576,7,HAJ,HHN,30,A,Joe Hulson
710,43576,3,SAP,HAJ,-20,A,Joe Hulson
711,43576,5,SAP,TEG,-10,A,Joe Hulson
712,43576,4,MIA,HHN,-50,B,Joe Hulson
713,43576,3,HAJ,SAP,-20,A,Joe Hulson
714,43576,7,FLL,MIA,60,C,Joe Hulson
715,43576,7,HHN,SAP,30,A,Joe Hulson
716,43576,6,SAP,HHN,-30,A,Joe Hulson
717,43576,3,SAP,MIA,10,A,Joe Hulson
718,43576,7,MIA,TEG,40,B,Joe Hulson
721,43576,4,HAJ,SAP,0,A,Joe Hulson
723,43576,9,SAP,FLL,-30,A,Joe Hulson
724,43576,9,SAP,HAJ,-10,A,Joe Hulson
725,43576,7,MIA,FLL,50,B,Joe Hulson
727,43576,1,HHN,FLL,-40,B,Joe Hulson
729,43576,9,TEG,HAJ,-50,B,Joe Hulson
730,43576,3,FLL,SAP,0,A,Joe Hulson
731,43576,5,HAJ,MIA,-60,C,Joe Hulson
732,43576,6,HAJ,MIA,-20,A,Joe Hulson
736,43576,3,HAJ,SAP,30,A,Joe Hulson
737,43576,7,HHN,SAP,20,A,Joe Hulson
738,43576,7,HAJ,SAP,-10,A,Joe Hulson
739,43576,8,MIA,FLL,0,A,Joe Hulson
740,43576,3,SAP,HAJ,-20,A,Joe Hulson
741,43576,1,HAJ,TEG,-30,A,Joe Hulson
742,43576,10,FLL,SAP,-30,A,Joe Hulson
743,43576,8,SAP,FLL,0,A,Joe Hulson
744,43576,3,SAP,HAJ,70,C,Joe Hulson
745,43576,4,HHN,SAP,0,A,Joe Hulson
749,43576,3,FLL,TEG,40,B,Joe Hulson
750,43576,8,HHN,TEG,40,B,Joe Hulson
751,43576,6,HAJ,HHN,0,A,Joe Hulson
753,43576,3,HAJ,HHN,-10,A,Joe Hulson
754,43576,1,SAP,HAJ,-50,B,Joe Hulson
755,43576,7,SAP,TEG,20,A,Joe Hulson
756,43576,7,SAP,FLL,0,A,Joe Hulson
757,43576,2,MIA,HAJ,-40,B,Joe Hulson
759,43576,9,SAP,FLL,-10,A,Joe Hulson
760,43576,3,SAP,HAJ,-40,B,Joe Hulson
761,43576,4,MIA,SAP,-50,B,Joe Hulson
762,43576,8,SAP,HAJ,10,A,Joe Hulson
763,43576,1,MIA,SAP,0,A,Joe Hulson
764,43576,1,HAJ,SAP,70,C,Joe Hulson
765,43576,3,FLL,MIA,10,A,Joe Hulson
766,43576,8,SAP,TEG,-50,B,Joe Hulson
767,43576,10,SAP,TEG,0,A,Joe Hulson
768,43576,6,FLL,HHN,-20,A,Joe Hulson
769,43576,9,MIA,TEG,40,B,Joe Hulson
770,43576,5,SAP,FLL,20,A,Joe Hulson
771,43576,3,HAJ,HHN,-40,B,Joe Hulson
772,43576,10,TEG,SAP,-30,A,Joe Hulson
773,43576,3,HHN,SAP,30,A,Joe Hulson
774,43576,3,MIA,SAP,60,C,Joe Hulson
775,43576,8,HAJ,TEG,30,A,Joe Hulson
776,43576,5,TEG,FLL,0,A,Joe Hulson
777,43576,1,SAP,HHN,-40,B,Joe Hulson
778,43576,6,MIA,SAP,-20,A,Joe Hulson
780,43576,3,FLL,SAP,20,A,Joe Hulson
781,43576,9,SAP,HHN,-40,B,Joe Hulson
782,43576,7,HHN,FLL,-10,A,Joe Hulson
783,43576,10,FLL,SAP,-40,B,Joe Hulson
784,43576,4,MIA,SAP,50,B,Joe Hulson
785,43576,3,SAP,MIA,50,B,Joe Hulson
787,43576,1,FLL,SAP,-30,A,Joe Hulson
788,43576,7,SAP,MIA,60,C,Joe Hulson
789,43576,10,SAP,HAJ,-10,A,Joe Hulson
790,43576,10,MIA,FLL,0,A,Joe Hulson
791,43576,4,TEG,SAP,-10,A,Joe Hulson
792,43576,7,MIA,HHN,0,A,Joe Hulson
793,43576,7,FLL,SAP,-30,A,Joe Hulson
794,43576,4,HAJ,SAP,0,A,Joe Hulson
795,43576,4,FLL,SAP,-20,A,Joe Hulson
796,43576,4,SAP,MIA,20,A,Joe Hulson
797,43576,2,HHN,TEG,-30,A,Joe Hulson
798,43576,7,MIA,FLL,20,A,Joe Hulson
803,43576,5,SAP,HHN,-60,C,Joe Hulson
804,43576,2,SAP,MIA,50,B,Joe Hulson
805,43576,8,MIA,SAP,-30,A,Joe Hulson
807,43576,9,FLL,SAP,-50,B,Joe Hulson
809,43576,4,HHN,SAP,-20,A,Joe Hulson
811,43576,2,TEG,FLL,10,A,Joe Hulson
812,43576,2,FLL,HAJ,40,B,Joe Hulson
813,43576,2,HHN,TEG,-20,A,Joe Hulson
814,43576,3,SAP,FLL,40,B,Joe Hulson
815,43576,8,SAP,HAJ,0,A,Joe Hulson
816,43576,5,SAP,HAJ,30,A,Joe Hulson
817,43576,1,MIA,TEG,10,A,Joe Hulson
818,43576,9,SAP,HHN,-40,B,Joe Hulson
820,43576,9,SAP,TEG,-10,A,Joe Hulson
821,43576,10,SAP,HAJ,-10,A,Joe Hulson
822,43576,5,HAJ,SAP,-70,C,Joe Hulson
823,43576,7,TEG,SAP,70,C,Joe Hulson
824,43576,7,SAP,MIA,50,B,Joe Hulson
825,43576,8,MIA,FLL,50,B,Joe Hulson
826,43576,3,HAJ,MIA,0,A,Joe Hulson
827,43576,6,FLL,TEG,50,B,Joe Hulson
829,43576,6,SAP,FLL,0,A,Joe Hulson
830,43576,7,MIA,HAJ,-30,A,Joe Hulson
832,43576,4,TEG,SAP,60,C,Joe Hulson
833,43576,7,HHN,HAJ,0,A,Joe Hulson
834,43576,2,SAP,FLL,0,A,Joe Hulson
836,43576,3,MIA,SAP,50,B,Joe Hulson
837,43576,8,SAP,MIA,10,A,Joe Hulson
839,43576,6,TEG,SAP,-40,B,Joe Hulson
841,43576,7,HHN,SAP,30,A,Joe Hulson
842,43576,4,HAJ,SAP,60,C,Joe Hulson
844,43576,3,SAP,MIA,20,A,Joe Hulson
845,43576,10,MIA,SAP,0,A,Joe Hulson
846,43576,6,TEG,SAP,30,A,Joe Hulson
847,43576,8,FLL,SAP,30,A,Joe Hulson
848,43576,3,SAP,MIA,0,A,Joe Hulson
849,43576,2,HHN,SAP,30,A,Joe Hulson
850,43576,7,HAJ,MIA,-60,C,Joe Hulson
851,43576,3,TEG,SAP,-10,A,Joe Hulson
852,43576,1,FLL,MIA,0,A,Joe Hulson
853,43576,1,MIA,TEG,60,C,Joe Hulson
854,43576,1,SAP,MIA,30,A,Joe Hulson
855,43576,8,SAP,FLL,-20,A,Joe Hulson
856,43576,8,HHN,HAJ,-80,C,Joe Hulson
857,43576,7,MIA,HAJ,0,A,Joe Hulson
858,43576,8,TEG,SAP,-30,A,Joe Hulson
859,43576,1,FLL,HAJ,0,A,Joe Hulson
860,43576,3,HHN,SAP,0,A,Joe Hulson
863,43576,9,MIA,FLL,-30,A,Joe Hulson
864,43576,4,FLL,HAJ,-30,A,Joe Hulson
865,43576,9,HAJ,SAP,0,A,Joe Hulson
866,43576,10,FLL,SAP,-30,A,Joe Hulson
867,43576,10,SAP,MIA,-10,A,Joe Hulson
868,43576,3,HHN,FLL,20,A,Joe Hulson
869,43576,9,SAP,HAJ,20,A,Joe Hulson
870,43576,10,HHN,FLL,20,A,Joe Hulson
871,43576,7,HAJ,SAP,-30,A,Joe Hulson
873,43576,9,SAP,HAJ,-80,C,Joe Hulson
874,43576,2,FLL,HAJ,30,A,Joe Hulson
875,43576,3,SAP,TEG,20,A,Joe Hulson
878,43576,1,TEG,SAP,-20,A,Joe Hulson
879,43576,3,TEG,SAP,20,A,Joe Hulson
880,43576,3,HHN,SAP,-20,A,Joe Hulson
881,43576,3,SAP,MIA,0,A,Joe Hulson
882,43576,9,SAP,HAJ,-30,A,Joe Hulson
883,43576,1,MIA,TEG,60,C,Joe Hulson
884,43576,8,FLL,HHN,-40,B,Joe Hulson
885,43576,5,HHN,HAJ,40,B,Joe Hulson
886,43576,2,HAJ,TEG,-10,A,Joe Hulson
887,43576,3,SAP,FLL,70,C,Joe Hulson
888,43576,9,SAP,HHN,-10,A,Joe Hulson
890,43576,3,MIA,SAP,-70,C,Joe Hulson
891,43576,5,FLL,SAP,-70,C,Joe Hulson
898,43576,5,MIA,SAP,0,A,Joe Hulson
899,43576,4,FLL,HHN,-30,A,Joe Hulson
900,43576,1,HHN,SAP,80,C,Joe Hulson
901,43576,8,HAJ,SAP,50,B,Joe Hulson
904,43576,1,MIA,HAJ,0,A,Joe Hulson
905,43576,2,FLL,SAP,-80,C,Joe Hulson
906,43576,5,SAP,FLL,20,A,Joe Hulson
907,43576,4,HHN,HAJ,40,B,Joe Hulson
908,43576,2,HAJ,FLL,-10,A,Joe Hulson
909,43576,6,TEG,SAP,50,B,Joe Hulson
913,43576,1,SAP,MIA,10,A,Joe Hulson
914,43576,1,SAP,TEG,-30,A,Joe Hulson
916,43576,2,SAP,FLL,0,A,Joe Hulson
917,43576,6,MIA,HAJ,30,A,Joe Hulson
918,43576,4,FLL,SAP,-50,B,Joe Hulson
919,43576,10,HAJ,SAP,30,A,Joe Hulson
920,43576,8,FLL,SAP,40,B,Joe Hulson
921,43576,10,HAJ,MIA,60,C,Joe Hulson
922,43576,9,SAP,TEG,-50,B,Joe Hulson
923,43576,5,SAP,FLL,0,A,Joe Hulson
924,43577,10,HAJ,SAP,0,A,Miriam Willson
925,43577,5,MIA,HAJ,10,A,Miriam Willson
926,43577,5,SAP,MIA,-30,A,Miriam Willson
928,43577,6,HHN,SAP,-10,A,Miriam Willson
929,43577,2,TEG,SAP,10,A,Miriam Willson
930,43577,2,HAJ,HHN,20,A,Miriam Willson
931,43577,9,FLL,SAP,0,A,Miriam Willson
932,43577,10,MIA,HAJ,-20,A,Miriam Willson
933,43577,5,SAP,HHN,0,A,Miriam Willson
934,43577,3,MIA,SAP,50,B,Miriam Willson
937,43577,7,MIA,SAP,-30,A,Miriam Willson
938,43577,4,SAP,MIA,-40,B,Miriam Willson
939,43577,3,MIA,TEG,-10,A,Miriam Willson
940,43577,10,TEG,FLL,-20,A,Miriam Willson
941,43577,3,HHN,HAJ,10,A,Miriam Willson
943,43577,6,FLL,SAP,-30,A,Miriam Willson
944,43577,3,MIA,SAP,10,A,Miriam Willson
945,43577,5,HAJ,HHN,30,A,Miriam Willson
946,43577,4,SAP,FLL,40,B,Miriam Willson
947,43577,2,FLL,SAP,50,B,Miriam Willson
948,43577,3,FLL,HAJ,50,B,Miriam Willson
949,43577,9,MIA,HAJ,-30,A,Miriam Willson
950,43577,3,TEG,SAP,-60,C,Miriam Willson
951,43577,1,SAP,TEG,-30,A,Miriam Willson
952,43577,5,FLL,SAP,80,C,Miriam Willson
953,43577,10,SAP,FLL,-50,B,Miriam Willson
954,43577,2,MIA,SAP,30,A,Miriam Willson
956,43577,1,FLL,SAP,0,A,Miriam Willson
957,43577,1,SAP,HAJ,40,B,Miriam Willson
958,43577,9,SAP,MIA,-20,A,Miriam Willson
959,43577,3,HAJ,HHN,10,A,Miriam Willson
960,43577,4,MIA,HHN,-60,C,Miriam Willson
961,43577,3,HHN,FLL,-10,A,Miriam Willson
962,43577,5,FLL,SAP,0,A,Miriam Willson
963,43578,5,HHN,HAJ,-10,A,Marie Malful
964,43578,9,FLL,MIA,40,B,Marie Malful
965,43578,3,SAP,FLL,0,A,Marie Malful
968,43578,7,HAJ,MIA,-60,C,Marie Malful
969,43578,6,HHN,SAP,10,A,Marie Malful
970,43578,4,SAP,TEG,0,A,Marie Malful
971,43578,3,FLL,MIA,-30,A,Marie Malful
972,43578,1,HAJ,SAP,10,A,Marie Malful
973,43578,4,FLL,SAP,10,A,Marie Malful
974,43578,8,MIA,HHN,20,A,Marie Malful
975,43578,2,TEG,SAP,0,A,Marie Malful
976,43578,6,FLL,MIA,0,A,Marie Malful
977,43578,3,HAJ,FLL,0,A,Marie Malful
978,43578,4,FLL,HAJ,0,A,Marie Malful
979,43578,6,HAJ,TEG,0,A,Marie Malful
980,43578,9,FLL,HHN,-50,B,Marie Malful
981,43578,10,MIA,SAP,60,C,Marie Malful
982,43578,10,TEG,MIA,70,C,Marie Malful
983,43578,5,FLL,HAJ,0,A,Marie Malful
984,43578,9,MIA,SAP,40,B,Marie Malful
985,43578,1,MIA,TEG,-90,C,Marie Malful
986,43578,1,TEG,SAP,-10,A,Marie Malful
987,43578,8,SAP,MIA,-40,B,Marie Malful
988,43578,2,FLL,HHN,-50,B,Marie Malful
989,43578,9,HAJ,MIA,70,C,Marie Malful
990,43578,4,MIA,HAJ,30,A,Marie Malful
991,43578,4,SAP,HAJ,-40,B,Marie Malful
993,43578,4,FLL,HAJ,-10,A,Marie Malful
994,43578,10,SAP,HAJ,-30,A,Marie Malful
995,43578,3,SAP,MIA,-60,C,Marie Malful
996,43578,9,HAJ,HHN,-20,A,Marie Malful
997,43578,7,MIA,FLL,70,C,Marie Malful
998,43578,9,HHN,SAP,0,A,Marie Malful
999,43578,7,FLL,SAP,-40,B,Marie Malful
1000,43578,9,SAP,TEG,-20,A,Marie Malful
1002,43578,1,SAP,FLL,0,A,Marie Malful
1005,43578,3,MIA,TEG,-20,A,Marie Malful
1006,43578,7,HHN,FLL,-80,C,Marie Malful
1008,43578,1,TEG,FLL,0,A,Marie Malful
1009,43578,4,MIA,SAP,70,C,Marie Malful
1010,43578,3,FLL,MIA,-40,B,Marie Malful
1011,43578,9,HAJ,TEG,10,A,Marie Malful
1012,43578,9,HHN,SAP,20,A,Marie Malful
1013,43578,10,SAP,HHN,20,A,Marie Malful
1014,43578,5,FLL,HAJ,-60,C,Marie Malful
1015,43578,10,HHN,TEG,-20,A,Marie Malful
1016,43578,1,SAP,HHN,20,A,Marie Malful
1017,43578,4,HHN,SAP,-40,B,Marie Malful
1018,43578,7,HAJ,SAP,20,A,Marie Malful
1019,43578,1,TEG,MIA,-10,A,Marie Malful
1020,43578,6,MIA,FLL,10,A,Marie Malful
1021,43578,4,SAP,MIA,-40,B,Marie Malful
1022,43578,10,MIA,TEG,-20,A,Marie Malful
1023,43578,1,HHN,FLL,0,A,Marie Malful
1024,43578,6,MIA,HHN,70,C,Marie Malful
1026,43578,9,TEG,SAP,-80,C,Marie Malful
1027,43578,3,TEG,SAP,90,C,Marie Malful
1029,43578,9,HAJ,SAP,-50,B,Marie Malful
1031,43578,10,MIA,SAP,0,A,Marie Malful
1032,43578,8,TEG,SAP,-20,A,Marie Malful
1033,43578,9,SAP,MIA,40,B,Marie Malful
1034,43578,9,HHN,SAP,10,A,Marie Malful
1035,43578,5,MIA,FLL,50,B,Marie Malful
1036,43578,4,TEG,SAP,60,C,Marie Malful
1037,43578,9,FLL,MIA,30,A,Marie Malful
1038,43578,8,FLL,HAJ,-30,A,Marie Malful
1039,43578,10,SAP,TEG,20,A,Marie Malful
1040,43578,1,HAJ,HHN,-30,A,Marie Malful
1041,43578,1,SAP,MIA,10,A,Marie Malful
1044,43578,7,FLL,SAP,-10,A,Marie Malful
1045,43578,7,HAJ,MIA,0,A,Marie Malful
1047,43578,8,SAP,TEG,-10,A,Marie Malful
1048,43578,8,MIA,HHN,70,C,Marie Malful
1049,43578,3,SAP,MIA,-50,B,Marie Malful
1050,43578,1,FLL,SAP,-50,B,Marie Malful
1051,43578,7,SAP,HHN,-30,A,Marie Malful
1054,43578,10,SAP,FLL,-10,A,Marie Malful
1055,43578,4,HHN,SAP,-10,A,Marie Malful
1057,43578,3,TEG,SAP,40,B,Marie Malful
1058,43578,6,FLL,HAJ,-50,B,Marie Malful
1066,43578,2,SAP,MIA,10,A,Marie Malful
1067,43578,1,MIA,SAP,-40,B,Marie Malful
1068,43578,10,SAP,HHN,-40,B,Marie Malful
1069,43578,8,MIA,HAJ,20,A,Marie Malful
1070,43578,5,SAP,TEG,30,A,Marie Malful
1071,43578,2,HAJ,HHN,-30,A,Marie Malful
1072,43578,9,TEG,HAJ,0,A,Marie Malful
1073,43578,3,SAP,HAJ,30,A,Marie Malful
1074,43578,5,MIA,SAP,-20,A,Marie Malful
1075,43578,9,TEG,MIA,-20,A,Marie Malful
1076,43578,3,FLL,TEG,10,A,Marie Malful
1077,43578,3,HAJ,HHN,20,A,Marie Malful
1078,43578,6,TEG,HAJ,30,A,Marie Malful
1079,43578,3,SAP,MIA,-70,C,Marie Malful
1080,43578,3,MIA,FLL,-10,A,Marie Malful
1081,43578,4,HAJ,HHN,10,A,Marie Malful
1082,43578,3,FLL,SAP,0,A,Marie Malful
1083,43578,7,MIA,SAP,10,A,Marie Malful
1084,43578,1,SAP,FLL,10,A,Marie Malful
1085,43578,7,SAP,HAJ,30,A,Marie Malful
1086,43578,5,HHN,FLL,-30,A,Marie Malful
1087,43578,8,MIA,SAP,-30,A,Marie Malful
1088,43578,1,TEG,FLL,30,A,Marie Malful
1089,43578,8,FLL,HAJ,20,A,Marie Malful
1090,43578,8,HHN,HAJ,-30,A,Marie Malful
1092,43578,9,SAP,MIA,-30,A,Marie Malful
1093,43578,5,MIA,HAJ,0,A,Marie Malful
1094,43578,3,FLL,SAP,90,C,Marie Malful
1095,43578,10,HAJ,SAP,-50,B,Marie Malful
1096,43578,4,HAJ,MIA,-60,C,Marie Malful
1098,43578,7,HHN,FLL,0,A,Marie Malful
1101,43578,9,SAP,MIA,-20,A,Marie Malful
1103,43578,6,FLL,TEG,-20,A,Marie Malful
1104,43578,6,HAJ,SAP,-50,B,Marie Malful
1105,43578,6,SAP,FLL,-30,A,Marie Malful
1106,43578,1,MIA,HAJ,-30,A,Marie Malful
1107,43578,9,HAJ,SAP,-10,A,Marie Malful
1108,43578,5,FLL,MIA,40,B,Marie Malful
1109,43578,6,SAP,TEG,50,B,Marie Malful
1110,43578,8,SAP,TEG,30,A,Marie Malful
1111,43578,3,MIA,HHN,-10,A,Marie Malful
1112,43578,8,TEG,SAP,70,C,Marie Malful
1114,43578,5,TEG,FLL,-10,A,Marie Malful
1115,43578,10,TEG,HAJ,20,A,Marie Malful
1116,43578,8,TEG,SAP,50,B,Marie Malful
1117,43578,2,FLL,SAP,-30,A,Marie Malful
1118,43578,5,SAP,FLL,-80,C,Marie Malful
1119,43578,10,SAP,HHN,-40,B,Marie Malful
1120,43578,4,SAP,HAJ,-20,A,Marie Malful
1123,43578,9,HAJ,SAP,-40,B,Marie Malful
1124,43578,6,FLL,HHN,0,A,Marie Malful
1125,43578,1,SAP,HAJ,70,C,Marie Malful
1126,43578,2,MIA,SAP,50,B,Marie Malful
1127,43578,3,FLL,MIA,20,A,Marie Malful
1128,43578,1,HAJ,FLL,-50,B,Marie Malful
1129,43578,4,TEG,HAJ,-50,B,Marie Malful
1130,43578,10,SAP,TEG,0,A,Marie Malful
1131,43578,9,MIA,FLL,0,A,Marie Malful
1132,43578,2,SAP,HAJ,30,A,Marie Malful
1133,43578,4,FLL,SAP,20,A,Marie Malful
1135,43578,3,HAJ,FLL,-30,A,Marie Malful
1136,43578,3,HAJ,HHN,0,A,Marie Malful
1140,43578,3,FLL,TEG,-30,A,Marie Malful
1141,43578,4,SAP,HHN,-30,A,Marie Malful
1142,43578,2,SAP,HAJ,-40,B,Marie Malful
1143,43578,9,MIA,TEG,20,A,Marie Malful
1144,43578,7,MIA,FLL,0,A,Marie Malful
1145,43578,3,FLL,HAJ,-40,B,Marie Malful
1146,43578,10,FLL,SAP,-70,C,Marie Malful
1147,43578,3,HAJ,MIA,60,C,Marie Malful
1148,43578,4,SAP,FLL,-20,A,Marie Malful
1150,43578,7,SAP,HHN,-60,C,Marie Malful
1151,43578,1,MIA,HAJ,20,A,Marie Malful
1152,43578,3,HAJ,TEG,20,A,Marie Malful
1153,43578,4,TEG,HHN,10,A,Marie Malful
1154,43578,6,HHN,HAJ,-10,A,Marie Malful
1155,43578,8,MIA,HAJ,-50,B,Marie Malful
1158,43578,3,SAP,HAJ,-40,B,Marie Malful
1159,43578,4,HHN,SAP,0,A,Marie Malful
1160,43578,2,HAJ,SAP,-60,C,Marie Malful
1161,43578,7,TEG,FLL,0,A,Marie Malful
1162,43578,4,FLL,HAJ,30,A,Marie Malful
1163,43578,7,MIA,TEG,30,A,Marie Malful
1165,43578,8,SAP,HAJ,-40,B,Marie Malful
1166,43578,8,SAP,HHN,50,B,Marie Malful
1167,43578,7,SAP,HAJ,20,A,Marie Malful
1168,43578,1,MIA,SAP,20,A,Marie Malful
1169,43578,5,SAP,MIA,40,B,Marie Malful
1170,43578,8,TEG,SAP,-10,A,Marie Malful
1171,43578,9,HHN,SAP,40,B,Marie Malful
1177,43578,6,MIA,SAP,-10,A,Marie Malful
1178,43578,3,HAJ,SAP,0,A,Marie Malful
1179,43578,7,TEG,MIA,-50,B,Marie Malful
1180,43578,4,SAP,TEG,20,A,Marie Malful
1181,43578,1,SAP,TEG,30,A,Marie Malful
1182,43578,4,MIA,HHN,30,A,Marie Malful
1184,43578,10,FLL,TEG,-10,A,Marie Malful
1185,43578,6,SAP,FLL,10,A,Marie Malful
1186,43578,5,HHN,HAJ,-10,A,Marie Malful
1187,43578,5,MIA,SAP,30,A,Marie Malful
1188,43578,10,TEG,SAP,10,A,Marie Malful
1189,43578,10,FLL,HAJ,-10,A,Marie Malful
1190,43578,2,HAJ,FLL,30,A,Marie Malful
1191,43578,10,SAP,HHN,-30,A,Marie Malful
1192,43578,8,HHN,SAP,-30,A,Marie Malful
1193,43578,2,SAP,TEG,-10,A,Marie Malful
1194,43578,10,MIA,HHN,40,B,Marie Malful
1195,43578,6,SAP,HAJ,60,C,Marie Malful
1196,43578,4,SAP,HHN,-40,B,Marie Malful
1197,43578,8,SAP,HAJ,0,A,Marie Malful
1198,43578,5,FLL,TEG,-60,C,Marie Malful
1199,43578,8,HAJ,FLL,30,A,Marie Malful
1200,43578,4,TEG,HAJ,-20,A,Marie Malful
1202,43578,1,MIA,SAP,-20,A,Marie Malful
1203,43578,7,SAP,MIA,20,A,Marie Malful
1204,43578,3,FLL,HAJ,0,A,Marie Malful
1205,43578,5,SAP,FLL,30,A,Marie Malful
1206,43578,1,HHN,SAP,-30,A,Marie Malful
1207,43578,9,MIA,FLL,-70,C,Marie Malful
1208,43578,5,TEG,HAJ,60,C,Marie Malful
1209,43578,10,FLL,TEG,-50,B,Marie Malful
1210,43578,1,FLL,SAP,40,B,Marie Malful
1211,43578,8,SAP,MIA,0,A,Marie Malful
1212,43578,7,HHN,TEG,30,A,Marie Malful
1213,43578,9,SAP,HHN,10,A,Marie Malful
1214,43578,2,SAP,FLL,-30,A,Marie Malful
1215,43578,2,MIA,SAP,-70,C,Marie Malful
1216,43578,8,HAJ,MIA,20,A,Marie Malful
1217,43578,2,TEG,SAP,-30,A,Marie Malful
1218,43578,6,SAP,TEG,50,B,Marie Malful
1220,43578,5,HAJ,SAP,-60,C,Marie Malful
1221,43578,6,TEG,SAP,-10,A,Marie Malful
1222,43578,4,FLL,MIA,0,A,Marie Malful
1223,43578,10,HAJ,FLL,-40,B,Marie Malful
1224,43578,8,SAP,MIA,0,A,Marie Malful
1225,43578,5,HHN,TEG,30,A,Marie Malful
1226,43578,1,HAJ,SAP,-10,A,Marie Malful
1227,43578,8,SAP,FLL,-50,B,Marie Malful
1228,43578,1,TEG,HAJ,20,A,Marie Malful
1229,43578,5,FLL,TEG,-70,C,Marie Malful
1230,43578,1,HHN,SAP,10,A,Marie Malful
1231,43578,4,SAP,HAJ,-60,C,Marie Malful
